time;0;1;2;3
320;0;35;10;5
321;0;35;10;5
322;0;35;10;5
323;0;35;10;5
324;0;35;10;5
325;0;35;10;5
326;0;35;10;5
327;0;35;10;5
328;0;34;11;5
329;0;34;11;5
330;0;34;11;5
331;0;34;11;5
332;0;34;11;5
333;0;34;11;5
334;0;34;11;5
335;0;34;11;5
336;0;34;11;5
337;0;34;11;5
338;0;34;11;5
339;0;33;12;5
340;0;33;12;5
341;0;33;12;5
342;0;32;13;5
343;0;32;13;5
344;0;32;13;5
345;0;32;13;5
346;0;32;13;5
347;0;32;13;5
348;0;32;13;5
349;0;32;13;5
350;0;32;13;5
351;0;32;13;5
352;0;32;13;5
353;0;32;13;5
354;0;32;13;5
355;0;31;14;5
356;0;31;14;5
357;0;31;14;5
358;0;31;14;5
359;0;31;14;5
360;0;31;14;5
361;0;31;14;5
362;0;31;14;5
363;0;31;14;5
364;0;31;14;5
365;0;31;14;5
366;0;31;14;5
367;0;31;14;5
368;0;31;14;5
369;0;31;14;5
370;0;31;14;5
371;0;31;14;5
372;0;31;14;5
373;0;29;15;6
374;0;29;15;6
375;0;29;15;6
376;0;29;15;6
377;0;29;15;6
378;0;29;15;6
379;0;29;15;6
380;0;29;15;6
381;0;29;15;6
382;0;29;15;6
383;0;29;15;6
384;0;29;15;6
385;0;29;15;6
386;0;29;15;6
387;0;29;15;6
388;0;29;14;7
389;0;29;14;7
390;0;29;14;7
391;0;29;14;7
392;0;29;14;7
393;0;28;15;7
394;0;28;15;7
395;0;28;15;7
396;0;27;16;7
397;0;27;16;7
398;0;27;16;7
399;0;27;16;7
400;0;27;16;7
401;0;27;16;7
402;0;27;16;7
403;0;27;16;7
404;0;26;17;7
405;0;26;17;7
406;0;26;17;7
407;0;26;17;7
408;0;26;17;7
409;0;26;17;7
410;0;26;17;7
411;0;26;17;7
412;0;26;17;7
413;0;26;17;7
414;0;26;17;7
415;0;26;17;7
416;0;26;17;7
417;0;25;17;8
418;0;25;17;8
419;0;25;17;8
420;0;25;17;8
421;0;25;17;8
422;0;25;17;8
423;0;25;17;8
424;0;25;17;8
425;0;25;17;8
426;0;25;17;8
427;0;25;17;8
428;0;25;17;8
429;0;25;17;8
430;0;25;17;8
431;0;25;17;8
432;0;25;17;8
433;0;25;17;8
434;0;25;17;8
435;0;25;17;8
436;0;25;17;8
437;0;25;17;8
438;0;25;18;7
439;0;25;18;7
440;0;25;18;7
441;0;25;18;7
442;0;25;18;7
443;0;25;18;7
444;0;25;18;7
445;0;25;18;7
446;0;25;18;7
447;0;25;18;7
448;0;25;18;7
449;0;25;18;7
450;0;25;18;7
451;0;25;18;7
452;0;25;18;7
453;0;25;18;7
454;0;25;18;7
455;0;25;18;7
456;0;24;19;7
457;0;24;19;7
458;0;24;19;7
459;0;24;19;7
460;0;24;19;7
461;0;24;19;7
462;0;24;19;7
463;0;24;19;7
464;0;24;19;7
465;0;24;19;7
466;0;23;20;7
467;0;23;20;7
468;0;22;20;8
469;0;22;20;8
470;0;21;21;8
471;0;21;21;8
472;0;21;21;8
473;0;21;21;8
474;0;21;21;8
475;0;21;21;8
476;0;21;21;8
477;0;21;21;8
478;0;20;22;8
479;0;20;22;8
480;0;19;23;8
481;0;19;23;8
482;0;19;23;8
483;0;19;23;8
484;0;19;23;8
485;0;19;23;8
486;0;19;23;8
487;0;19;23;8
488;0;19;23;8
489;0;19;23;8
490;0;18;23;9
491;0;18;23;9
492;0;18;23;9
493;0;18;23;9
494;0;18;23;9
495;0;18;23;9
496;0;18;23;9
497;0;18;23;9
498;0;18;23;9
499;0;18;23;9
500;0;18;23;9
501;0;17;24;9
502;0;17;24;9
503;0;17;24;9
504;0;17;24;9
505;0;17;24;9
506;0;17;24;9
507;0;17;24;9
508;0;17;23;10
509;0;17;23;10
510;0;17;23;10
511;0;17;23;10
512;0;17;23;10
513;0;17;23;10
514;0;17;23;10
515;0;17;23;10
516;0;17;23;10
517;0;17;23;10
518;0;17;23;10
519;0;17;23;10
520;0;17;23;10
521;0;17;23;10
522;0;17;23;10
523;0;17;23;10
524;0;17;23;10
525;0;17;23;10
526;0;17;23;10
527;0;17;23;10
528;0;17;23;10
529;0;17;23;10
530;0;17;23;10
531;0;17;23;10
532;0;17;23;10
533;0;17;23;10
534;0;17;23;10
535;0;17;23;10
536;0;17;23;10
537;0;17;23;10
538;0;17;23;10
539;0;17;23;10
540;0;17;23;10
541;0;17;23;10
542;0;17;23;10
543;0;17;23;10
544;0;17;23;10
545;0;17;22;11
546;0;17;22;11
547;0;17;22;11
548;0;17;22;11
549;0;17;22;11
550;0;17;22;11
551;0;17;22;11
552;0;17;22;11
553;0;17;22;11
554;0;17;22;11
555;0;17;22;11
556;0;17;22;11
557;0;17;22;11
558;0;17;22;11
559;0;17;22;11
560;0;17;22;11
561;0;17;22;11
562;0;17;22;11
563;0;17;22;11
564;0;17;22;11
565;0;17;22;11
566;0;17;22;11
567;0;17;22;11
568;0;17;22;11
569;0;17;22;11
570;0;17;22;11
571;0;17;22;11
572;0;17;22;11
573;0;17;22;11
574;0;17;22;11
575;0;17;22;11
576;0;17;22;11
577;0;17;22;11
578;0;17;22;11
579;0;17;22;11
580;0;17;22;11
581;0;17;22;11
582;0;17;22;11
583;0;17;22;11
584;0;17;22;11
585;0;17;22;11
586;0;17;22;11
587;0;17;22;11
588;0;17;22;11
589;0;17;22;11
590;0;17;22;11
591;0;17;22;11
592;0;17;22;11
593;0;17;22;11
594;0;17;22;11
595;0;17;22;11
596;0;17;22;11
597;0;17;22;11
598;0;17;22;11
599;0;16;23;11
600;0;16;23;11
601;0;15;24;11
602;0;15;24;11
603;0;15;24;11
604;0;15;23;12
605;0;15;23;12
606;0;15;23;12
607;0;15;23;12
608;0;15;23;12
609;0;15;23;12
610;0;15;22;13
611;0;15;22;13
612;0;15;22;13
613;0;15;21;14
614;0;15;21;14
615;0;15;21;14
616;0;15;21;14
617;0;15;21;14
618;0;15;21;14
619;0;15;21;14
620;0;15;21;14
621;0;15;21;14
622;0;15;21;14
623;0;15;21;14
624;0;15;21;14
625;0;15;21;14
626;0;15;21;14
627;0;15;21;14
628;0;14;22;14
629;0;14;22;14
630;0;14;22;14
631;0;14;22;14
632;0;14;22;14
633;0;14;22;14
634;0;14;22;14
635;0;14;22;14
636;0;14;22;14
637;0;14;22;14
638;0;14;22;14
639;0;14;22;14
640;0;14;22;14
641;0;14;22;14
642;0;14;21;15
643;0;14;21;15
644;0;14;21;15
645;0;13;21;16
646;0;13;21;16
647;0;13;21;16
648;0;13;21;16
649;0;13;21;16
650;0;13;21;16
651;0;13;21;16
652;0;13;21;16
653;0;13;21;16
654;0;13;21;16
655;0;13;21;16
656;0;13;21;16
657;0;13;21;16
658;0;13;21;16
659;0;13;21;16
660;0;13;21;16
661;0;13;21;16
662;0;13;21;16
663;0;13;21;16
664;0;13;21;16
665;0;13;21;16
666;0;13;21;16
667;0;13;21;16
668;0;13;21;16
669;0;13;21;16
670;0;13;21;16
671;0;13;21;16
672;0;13;21;16
673;0;13;21;16
674;0;13;21;16
675;0;13;21;16
676;0;13;21;16
677;0;13;21;16
678;0;13;21;16
679;0;13;21;16
680;0;13;21;16
681;0;13;21;16
682;0;13;21;16
683;0;13;21;16
684;0;13;21;16
685;0;13;21;16
686;0;13;21;16
687;0;13;21;16
688;0;13;21;16
689;0;13;21;16
690;0;13;21;16
691;0;13;21;16
692;0;13;21;16
693;0;13;21;16
694;0;13;21;16
695;0;13;21;16
696;0;13;21;16
697;0;13;21;16
698;0;13;21;16
699;0;13;21;16
700;0;13;21;16
701;0;13;21;16
702;0;13;21;16
703;0;13;21;16
704;0;13;21;16
705;0;13;21;16
706;0;13;21;16
707;0;13;21;16
708;0;13;21;16
709;0;13;21;16
710;0;14;20;16
711;0;14;20;16
712;0;14;20;16
713;0;14;20;16
714;0;14;20;16
715;0;14;20;16
716;0;14;20;16
717;0;14;20;16
718;0;14;20;16
719;0;14;20;16
720;0;14;21;15
721;0;14;21;15
722;0;14;21;15
723;0;14;21;15
724;0;14;21;15
725;0;14;21;15
726;0;14;20;16
727;0;14;20;16
728;0;14;20;16
729;0;14;20;16
730;0;13;21;16
731;0;13;21;16
732;0;13;21;16
733;0;13;21;16
734;0;13;21;16
735;0;13;21;16
736;0;13;21;16
737;0;13;21;16
738;0;13;21;16
739;0;13;21;16
740;0;13;21;16
741;0;13;21;16
742;0;13;21;16
743;0;13;21;16
744;0;13;21;16
745;0;12;22;16
746;0;12;22;16
747;0;12;22;16
748;0;12;22;16
749;0;12;22;16
750;0;11;23;16
751;0;11;23;16
752;0;11;23;16
753;0;11;23;16
754;0;11;23;16
755;0;10;24;16
756;0;10;24;16
757;0;10;24;16
758;0;10;24;16
759;0;10;24;16
760;0;10;24;16
761;0;10;24;16
762;0;9;25;16
763;0;9;25;16
764;0;9;25;16
765;0;9;25;16
766;0;9;25;16
767;0;9;25;16
768;0;9;25;16
769;0;10;24;16
770;0;10;24;16
771;0;10;24;16
772;0;10;25;15
773;0;10;25;15
774;0;10;25;15
775;0;10;25;15
776;0;10;26;14
777;0;10;26;14
778;0;10;26;14
779;0;10;26;14
780;0;10;26;14
781;0;10;26;14
782;0;10;26;14
783;0;10;26;14
784;0;10;26;14
785;0;10;26;14
786;0;10;26;14
787;0;10;26;14
788;0;10;26;14
789;0;10;26;14
790;0;10;26;14
791;0;10;26;14
792;0;10;26;14
793;0;10;26;14
794;0;10;26;14
795;0;10;26;14
796;0;10;26;14
797;0;10;26;14
798;0;10;26;14
799;0;10;26;14
800;0;10;25;15
801;0;10;25;15
802;0;10;25;15
803;0;10;25;15
804;0;10;25;15
805;0;10;25;15
806;0;10;25;15
807;0;10;25;15
808;0;10;25;15
809;0;10;25;15
810;0;10;25;15
811;0;10;25;15
812;0;10;25;15
813;0;10;25;15
814;0;10;25;15
815;0;10;25;15
816;0;10;25;15
817;0;10;25;15
818;0;10;25;15
819;0;10;25;15
820;0;10;25;15
821;0;10;25;15
822;0;10;25;15
823;0;10;25;15
824;0;10;25;15
825;0;10;25;15
826;0;10;25;15
827;0;10;25;15
828;0;10;25;15
829;0;10;25;15
830;0;9;26;15
831;0;9;26;15
832;0;9;26;15
833;0;9;25;16
834;0;9;25;16
835;0;9;25;16
836;0;9;25;16
837;0;9;26;15
838;0;9;26;15
839;0;9;26;15
840;0;9;26;15
841;0;9;26;15
842;0;9;26;15
843;0;9;26;15
844;0;9;26;15
845;0;9;26;15
846;0;9;26;15
847;0;9;26;15
848;0;9;26;15
849;0;9;26;15
850;0;9;26;15
851;0;9;26;15
852;0;9;26;15
853;0;9;26;15
854;0;9;26;15
855;0;9;26;15
856;0;9;25;16
857;0;9;25;16
858;0;9;25;16
859;0;9;25;16
860;0;9;25;16
861;0;9;25;16
862;0;9;25;16
863;0;9;25;16
864;0;9;25;16
865;0;9;25;16
866;0;9;25;16
867;0;8;26;16
868;0;8;26;16
869;0;8;26;16
870;0;8;26;16
871;0;8;26;16
872;0;8;26;16
873;0;8;26;16
874;0;8;26;16
875;0;8;26;16
876;0;8;27;15
877;0;8;27;15
878;0;8;27;15
879;0;8;27;15
880;0;8;27;15
881;0;8;27;15
882;0;8;27;15
883;0;8;27;15
884;0;8;26;16
885;0;8;26;16
886;0;8;26;16
887;0;8;26;16
888;0;8;26;16
889;0;8;25;17
890;0;8;26;16
891;0;8;26;16
892;0;8;26;16
893;0;8;26;16
894;0;8;26;16
895;0;8;26;16
896;0;8;26;16
897;0;8;26;16
898;0;8;26;16
899;0;8;26;16
900;0;8;26;16
901;0;8;26;16
902;0;8;26;16
903;0;8;26;16
904;0;8;26;16
905;0;8;26;16
906;0;8;26;16
907;0;8;26;16
908;0;8;26;16
909;0;8;26;16
910;0;8;26;16
911;0;8;26;16
912;0;8;26;16
913;0;8;26;16
914;0;8;26;16
915;0;8;26;16
916;0;8;26;16
917;0;8;26;16
918;0;8;26;16
919;0;8;26;16
920;0;8;26;16
921;0;8;26;16
922;0;8;27;15
923;0;8;27;15
924;0;8;27;15
925;0;8;27;15
926;0;8;25;17
927;0;8;25;17
928;0;8;25;17
929;0;8;25;17
930;0;8;25;17
931;0;8;25;17
932;0;8;25;17
933;0;8;25;17
934;0;8;25;17
935;0;8;25;17
936;0;8;25;17
937;0;8;25;17
938;0;8;25;17
939;0;8;25;17
940;0;7;26;17
941;0;7;26;17
942;0;7;26;17
943;0;7;25;18
944;0;7;25;18
945;0;7;25;18
946;0;7;25;18
947;0;7;25;18
948;0;7;25;18
949;0;7;25;18
950;0;7;25;18
951;0;7;25;18
952;0;7;25;18
953;0;7;25;18
954;0;7;25;18
955;0;7;25;18
956;0;7;25;18
957;0;7;25;18
958;0;7;25;18
959;0;7;25;18
960;0;7;25;18
961;0;7;25;18
962;0;7;25;18
963;0;7;25;18
964;0;7;25;18
965;0;7;25;18
966;0;7;25;18
967;0;7;25;18
968;0;7;25;18
969;0;7;25;18
970;0;7;25;18
971;0;7;25;18
972;0;7;25;18
973;0;7;25;18
974;0;7;25;18
975;0;7;25;18
976;0;7;25;18
977;0;7;26;17
978;0;7;26;17
979;0;7;26;17
980;0;7;26;17
981;0;7;26;17
982;0;7;26;17
983;0;7;26;17
984;0;7;26;17
985;0;7;26;17
986;0;7;26;17
987;0;7;26;17
988;0;7;26;17
989;0;7;26;17
990;0;7;26;17
991;0;7;26;17
992;0;7;26;17
993;0;7;26;17
994;0;7;26;17
995;0;7;26;17
996;0;7;26;17
997;0;7;26;17
998;0;7;26;17
999;0;7;26;17
1000;0;7;26;17
1001;0;7;26;17
1002;0;7;26;17
1003;0;7;26;17
1004;0;7;26;17
1005;0;7;26;17
1006;0;7;26;17
1007;0;7;26;17
1008;0;7;26;17
1009;0;7;26;17
1010;0;7;26;17
1011;0;7;26;17
1012;0;7;26;17
1013;0;7;26;17
1014;0;7;26;17
1015;0;7;26;17
1016;0;7;27;16
1017;0;7;27;16
1018;0;7;27;16
1019;0;7;27;16
1020;0;7;27;16
1021;0;6;28;16
1022;0;6;27;17
1023;0;6;27;17
1024;0;6;27;17
1025;0;6;27;17
1026;0;6;27;17
1027;0;6;27;17
1028;0;6;27;17
1029;0;6;27;17
1030;0;6;27;17
1031;0;6;27;17
1032;0;6;27;17
1033;0;6;27;17
1034;0;6;28;16
1035;0;6;28;16
1036;0;6;28;16
1037;0;6;28;16
1038;0;6;28;16
1039;0;6;28;16
1040;0;6;28;16
1041;0;6;28;16
1042;0;6;28;16
1043;0;6;28;16
1044;0;6;28;16
1045;0;6;28;16
1046;0;6;28;16
1047;0;6;28;16
1048;0;6;28;16
1049;0;6;28;16
1050;0;6;28;16
1051;0;6;28;16
1052;0;6;28;16
1053;0;6;28;16
1054;0;6;28;16
1055;0;6;28;16
1056;0;6;28;16
1057;0;6;28;16
1058;0;6;28;16
1059;0;6;28;16
1060;0;6;29;15
1061;0;5;29;16
1062;0;5;29;16
1063;0;5;29;16
1064;0;5;29;16
1065;0;5;29;16
1066;0;5;29;16
1067;0;5;29;16
1068;0;5;29;16
1069;0;5;29;16
1070;0;5;29;16
1071;0;5;29;16
1072;0;5;29;16
1073;0;5;29;16
1074;0;5;29;16
1075;0;5;29;16
1076;0;4;29;17
1077;0;4;29;17
1078;0;4;29;17
1079;0;4;29;17
1080;0;4;29;17
1081;0;4;29;17
1082;0;4;29;17
1083;0;4;29;17
1084;0;4;29;17
1085;0;4;30;16
1086;0;4;30;16
1087;0;4;30;16
1088;0;4;30;16
1089;0;4;30;16
1090;0;4;30;16
1091;0;4;30;16
1092;0;4;30;16
1093;0;4;30;16
1094;0;4;30;16
1095;0;4;30;16
1096;0;4;30;16
1097;0;4;30;16
1098;0;4;30;16
1099;0;4;30;16
1100;0;4;30;16
1101;0;4;30;16
1102;0;4;30;16
1103;0;4;30;16
1104;0;4;30;16
1105;0;4;30;16
1106;0;4;30;16
1107;0;4;31;15
1108;0;4;31;15
1109;0;4;31;15
1110;0;4;31;15
1111;0;4;31;15
1112;0;4;31;15
1113;0;4;31;15
1114;0;4;31;15
1115;0;4;31;15
1116;0;4;31;15
1117;0;4;31;15
1118;0;4;31;15
1119;0;4;31;15
1120;0;4;31;15
1121;0;4;31;15
1122;0;4;31;15
1123;0;4;31;15
1124;0;4;31;15
1125;0;4;31;15
1126;0;4;31;15
1127;0;4;31;15
1128;0;4;31;15
1129;0;4;31;15
1130;0;4;31;15
1131;0;4;31;15
1132;0;4;31;15
1133;0;4;31;15
1134;0;4;31;15
1135;0;4;31;15
1136;0;4;31;15
1137;0;4;31;15
1138;0;4;31;15
1139;0;4;31;15
1140;0;4;31;15
1141;0;4;31;15
1142;0;4;31;15
1143;0;4;30;16
1144;0;4;30;16
1145;0;4;30;16
1146;0;4;31;15
1147;0;4;31;15
1148;0;4;31;15
1149;0;4;31;15
1150;0;4;31;15
1151;0;4;31;15
1152;0;4;31;15
1153;0;4;31;15
1154;0;4;31;15
1155;0;4;31;15
1156;0;4;31;15
1157;0;4;31;15
1158;0;4;31;15
1159;0;4;31;15
1160;0;4;31;15
1161;0;4;31;15
1162;0;4;31;15
1163;0;4;31;15
1164;0;4;31;15
1165;0;4;31;15
1166;0;4;31;15
1167;0;4;31;15
1168;0;4;31;15
1169;0;4;31;15
1170;0;4;31;15
1171;0;4;31;15
1172;0;4;31;15
1173;0;4;31;15
1174;0;4;31;15
1175;0;4;31;15
1176;0;4;31;15
1177;0;4;31;15
1178;0;4;31;15
1179;0;4;31;15
1180;0;4;31;15
1181;0;4;31;15
1182;0;4;31;15
1183;0;4;31;15
1184;0;4;31;15
1185;0;4;31;15
1186;0;4;31;15
1187;0;4;31;15
1188;0;4;31;15
1189;0;4;31;15
1190;0;4;31;15
1191;0;4;31;15
1192;0;4;31;15
1193;0;4;31;15
1194;0;4;31;15
1195;0;4;31;15
1196;0;4;31;15
1197;0;4;31;15
1198;0;4;31;15
1199;0;4;31;15
1200;0;4;31;15
1201;0;4;31;15
1202;0;4;31;15
1203;0;4;31;15
1204;0;4;31;15
1205;0;4;31;15
1206;0;4;31;15
1207;0;4;31;15
1208;0;4;31;15
1209;0;4;31;15
1210;0;4;31;15
1211;0;4;31;15
1212;0;4;30;16
1213;0;4;30;16
1214;0;4;30;16
1215;0;4;30;16
1216;0;4;30;16
1217;0;4;30;16
1218;0;4;30;16
1219;0;4;30;16
1220;0;4;30;16
1221;0;4;30;16
1222;0;4;30;16
1223;0;4;30;16
1224;0;4;30;16
1225;0;4;30;16
1226;0;4;30;16
1227;0;4;30;16
1228;0;4;30;16
1229;0;4;30;16
1230;0;4;31;15
1231;0;4;31;15
1232;0;4;31;15
1233;0;4;31;15
1234;0;4;31;15
1235;0;4;31;15
1236;0;4;31;15
1237;0;4;31;15
1238;0;4;31;15
1239;0;4;31;15
1240;0;4;31;15
1241;0;4;31;15
1242;0;4;31;15
1243;0;4;31;15
1244;0;4;31;15
1245;0;4;31;15
1246;0;4;31;15
1247;0;4;32;14
1248;0;4;32;14
1249;0;4;32;14
1250;0;4;32;14
1251;0;4;32;14
1252;0;4;32;14
1253;0;4;32;14
1254;0;4;32;14
1255;0;4;32;14
1256;0;4;33;13
1257;0;4;33;13
1258;0;4;32;14
1259;0;4;32;14
1260;0;4;32;14
1261;0;4;32;14
1262;0;4;32;14
1263;0;3;33;14
1264;0;3;33;14
1265;0;3;33;14
1266;0;3;33;14
1267;0;3;33;14
1268;0;3;33;14
1269;0;3;33;14
1270;0;3;33;14
1271;0;3;33;14
1272;0;3;33;14
1273;0;3;33;14
1274;0;3;33;14
1275;0;3;33;14
1276;0;3;33;14
1277;0;3;33;14
1278;0;3;33;14
1279;0;3;33;14
1280;0;3;33;14
1281;0;3;34;13
1282;0;3;34;13
1283;0;3;34;13
1284;0;3;34;13
1285;0;3;34;13
1286;0;3;34;13
1287;0;3;34;13
1288;0;3;34;13
1289;0;3;34;13
1290;0;3;34;13
1291;0;3;34;13
1292;0;3;34;13
1293;0;3;34;13
1294;0;3;34;13
1295;0;3;34;13
1296;0;3;34;13
1297;0;3;34;13
1298;0;3;34;13
1299;0;3;34;13
1300;0;3;34;13
1301;0;3;34;13
1302;0;3;36;11
1303;0;3;36;11
1304;0;3;36;11
1305;0;3;36;11
1306;0;3;36;11
1307;0;3;36;11
1308;0;3;36;11
1309;0;3;36;11
1310;0;3;36;11
1311;0;3;35;12
1312;0;3;35;12
1313;0;3;35;12
1314;0;3;35;12
1315;0;3;35;12
1316;0;3;34;13
1317;0;3;34;13
1318;0;3;34;13
1319;0;3;34;13
1320;0;3;34;13
1321;0;3;34;13
1322;0;3;34;13
1323;0;3;34;13
1324;0;3;34;13
1325;0;3;34;13
1326;0;3;34;13
1327;0;3;34;13
1328;0;3;34;13
1329;0;3;34;13
1330;0;3;34;13
1331;0;3;34;13
1332;0;3;34;13
1333;0;3;34;13
1334;0;3;34;13
1335;0;3;34;13
1336;0;3;34;13
1337;0;3;34;13
1338;0;3;34;13
1339;0;3;34;13
1340;0;3;34;13
1341;0;3;34;13
1342;0;3;34;13
1343;0;3;34;13
1344;0;3;34;13
1345;0;3;34;13
1346;0;3;34;13
1347;0;4;32;14
1348;0;4;32;14
1349;0;4;32;14
1350;0;4;32;14
1351;0;4;32;14
1352;0;4;32;14
1353;0;4;32;14
1354;0;4;32;14
1355;0;4;32;14
1356;0;4;32;14
1357;0;4;32;14
1358;0;4;32;14
1359;0;4;32;14
1360;0;4;32;14
