time;0;1;2;3
320;0;32;8;10
321;0;32;8;10
322;0;32;8;10
323;0;32;8;10
324;0;32;8;10
325;0;32;8;10
326;0;32;8;10
327;0;31;8;11
328;0;31;8;11
329;0;31;8;11
330;0;30;8;12
331;0;30;8;12
332;0;30;8;12
333;0;30;8;12
334;0;30;8;12
335;0;30;8;12
336;0;30;8;12
337;0;30;8;12
338;0;30;8;12
339;0;30;8;12
340;0;30;8;12
341;0;30;8;12
342;0;30;8;12
343;0;30;8;12
344;0;30;8;12
345;0;30;8;12
346;0;30;8;12
347;0;30;8;12
348;0;30;8;12
349;0;30;8;12
350;0;29;8;13
351;0;29;8;13
352;0;29;8;13
353;0;29;8;13
354;0;29;8;13
355;0;29;8;13
356;0;29;8;13
357;0;29;8;13
358;0;29;8;13
359;0;29;8;13
360;0;29;8;13
361;0;29;8;13
362;0;29;8;13
363;0;29;8;13
364;0;29;8;13
365;0;29;8;13
366;0;29;8;13
367;0;29;8;13
368;0;29;8;13
369;0;29;8;13
370;0;29;8;13
371;0;29;8;13
372;0;29;8;13
373;0;29;8;13
374;0;29;8;13
375;0;28;8;14
376;0;28;8;14
377;0;28;7;15
378;0;28;7;15
379;0;28;7;15
380;0;28;7;15
381;0;28;7;15
382;0;28;7;15
383;0;28;7;15
384;0;28;7;15
385;0;28;7;15
386;0;28;7;15
387;0;28;7;15
388;0;28;7;15
389;0;27;7;16
390;0;27;7;16
391;0;27;7;16
392;0;27;7;16
393;0;27;7;16
394;0;27;7;16
395;0;27;7;16
396;0;27;7;16
397;0;27;7;16
398;0;27;7;16
399;0;27;7;16
400;0;26;8;16
401;0;26;8;16
402;0;26;8;16
403;0;26;8;16
404;0;26;8;16
405;0;26;8;16
406;0;26;8;16
407;0;26;8;16
408;0;25;9;16
409;0;25;9;16
410;0;25;9;16
411;0;25;9;16
412;0;25;9;16
413;0;25;9;16
414;0;25;9;16
415;0;25;9;16
416;0;25;9;16
417;0;25;9;16
418;0;25;9;16
419;0;25;9;16
420;0;25;9;16
421;0;25;9;16
422;0;25;9;16
423;0;25;9;16
424;0;25;9;16
425;0;26;8;16
426;0;26;8;16
427;0;26;8;16
428;0;26;8;16
429;0;26;8;16
430;0;25;9;16
431;0;25;9;16
432;0;25;9;16
433;0;25;9;16
434;0;25;9;16
435;0;25;9;16
436;0;24;9;17
437;0;23;9;18
438;0;23;9;18
439;0;23;9;18
440;0;23;9;18
441;0;23;9;18
442;0;23;9;18
443;0;23;9;18
444;0;22;9;19
445;0;22;9;19
446;0;22;9;19
447;0;22;9;19
448;0;22;9;19
449;0;22;8;20
450;0;22;8;20
451;0;22;8;20
452;0;22;7;21
453;0;22;7;21
454;0;22;7;21
455;0;22;7;21
456;0;22;7;21
457;0;22;7;21
458;0;22;7;21
459;0;22;7;21
460;0;21;7;22
461;0;21;7;22
462;0;21;7;22
463;0;21;7;22
464;0;22;6;22
465;0;22;6;22
466;0;22;6;22
467;0;22;6;22
468;0;22;6;22
469;0;22;6;22
470;0;22;6;22
471;0;22;6;22
472;0;22;6;22
473;0;22;6;22
474;0;22;6;22
475;0;22;6;22
476;0;22;6;22
477;0;22;6;22
478;0;22;6;22
479;0;22;6;22
480;0;22;6;22
481;0;22;6;22
482;0;22;6;22
483;0;22;5;23
484;0;22;5;23
485;0;22;5;23
486;0;22;5;23
487;0;22;5;23
488;0;22;5;23
489;0;22;5;23
490;0;22;5;23
491;0;22;5;23
492;0;22;5;23
493;0;22;5;23
494;0;22;5;23
495;0;22;5;23
496;0;22;5;23
497;0;22;5;23
498;0;22;5;23
499;0;22;5;23
500;0;22;5;23
501;0;22;5;23
502;0;22;5;23
503;0;22;5;23
504;0;22;5;23
505;0;22;5;23
506;0;22;5;23
507;0;22;5;23
508;0;22;5;23
509;0;22;5;23
510;0;22;5;23
511;0;22;5;23
512;0;22;5;23
513;0;22;5;23
514;0;22;5;23
515;0;22;5;23
516;0;22;5;23
517;0;22;5;23
518;0;21;5;24
519;0;21;5;24
520;0;21;5;24
521;0;21;5;24
522;0;21;5;24
523;0;21;5;24
524;0;21;5;24
525;0;21;5;24
526;0;21;5;24
527;0;21;5;24
528;0;21;5;24
529;0;21;5;24
530;0;21;5;24
531;0;21;5;24
532;0;21;5;24
533;0;21;5;24
534;0;20;6;24
535;0;20;6;24
536;0;20;6;24
537;0;20;6;24
538;0;20;6;24
539;0;20;6;24
540;0;20;6;24
541;0;20;6;24
542;0;20;6;24
543;0;20;6;24
544;0;20;6;24
545;0;20;6;24
546;0;20;6;24
547;0;20;6;24
548;0;20;6;24
549;0;20;6;24
550;0;19;6;25
551;0;19;5;26
552;0;19;5;26
553;0;19;5;26
554;0;19;5;26
555;0;19;5;26
556;0;19;5;26
557;0;19;5;26
558;0;19;5;26
559;0;19;5;26
560;0;19;5;26
561;0;19;5;26
562;0;19;5;26
563;0;19;5;26
564;0;19;5;26
565;0;19;5;26
566;0;19;5;26
567;0;19;5;26
568;0;19;5;26
569;0;19;5;26
570;0;19;5;26
571;0;19;5;26
572;0;19;5;26
573;0;19;5;26
574;0;19;5;26
575;0;19;5;26
576;0;19;5;26
577;0;19;6;25
578;0;19;6;25
579;0;18;6;26
580;0;18;6;26
581;0;19;6;25
582;0;19;6;25
583;0;19;6;25
584;0;19;6;25
585;0;19;6;25
586;0;19;6;25
587;0;19;6;25
588;0;19;6;25
589;0;19;6;25
590;0;19;6;25
591;0;19;6;25
592;0;19;6;25
593;0;19;6;25
594;0;19;6;25
595;0;19;6;25
596;0;19;6;25
597;0;18;7;25
598;0;18;7;25
599;0;18;7;25
600;0;18;7;25
601;0;18;7;25
602;0;18;7;25
603;0;18;7;25
604;0;18;7;25
605;0;18;7;25
606;0;18;7;25
607;0;18;7;25
608;0;18;8;24
609;0;18;8;24
610;0;18;8;24
611;0;18;8;24
612;0;18;8;24
613;0;18;8;24
614;0;18;8;24
615;0;18;8;24
616;0;18;8;24
617;0;18;8;24
618;0;18;8;24
619;0;18;8;24
620;0;18;8;24
621;0;18;8;24
622;0;18;8;24
623;0;18;8;24
624;0;17;9;24
625;0;17;9;24
626;0;17;9;24
627;0;17;9;24
628;0;17;9;24
629;0;17;9;24
630;0;17;9;24
631;0;17;9;24
632;0;17;9;24
633;0;17;9;24
634;0;17;9;24
635;0;17;9;24
636;0;18;9;23
637;0;17;9;24
638;0;16;9;25
639;0;16;9;25
640;0;16;9;25
641;0;16;9;25
642;0;16;9;25
643;0;16;9;25
644;0;16;9;25
645;0;16;9;25
646;0;16;9;25
647;0;16;9;25
648;0;16;9;25
649;0;16;9;25
650;0;16;9;25
651;0;16;9;25
652;0;16;8;26
653;0;16;8;26
654;0;16;8;26
655;0;16;8;26
656;0;16;8;26
657;0;16;8;26
658;0;16;8;26
659;0;16;7;27
660;0;16;7;27
661;0;16;7;27
662;0;16;7;27
663;0;16;7;27
664;0;16;7;27
665;0;16;7;27
666;0;16;7;27
667;0;16;7;27
668;0;16;7;27
669;0;16;7;27
670;0;16;7;27
671;0;16;7;27
672;0;16;7;27
673;0;15;7;28
674;0;15;7;28
675;0;14;7;29
676;0;14;7;29
677;0;13;7;30
678;0;13;7;30
679;0;13;7;30
680;0;13;7;30
681;0;12;7;31
682;0;12;6;32
683;0;12;6;32
684;0;12;6;32
685;0;12;6;32
686;0;12;6;32
687;0;12;6;32
688;0;12;6;32
689;0;12;6;32
690;0;12;6;32
691;0;12;6;32
692;0;12;6;32
693;0;12;6;32
694;0;12;6;32
695;0;12;6;32
696;0;12;6;32
697;0;12;6;32
698;0;12;6;32
699;0;12;6;32
700;0;12;6;32
701;0;12;6;32
702;0;12;6;32
703;0;12;6;32
704;0;12;6;32
705;0;12;6;32
706;0;12;6;32
707;0;12;6;32
708;0;12;6;32
709;0;12;6;32
710;0;12;6;32
711;0;12;6;32
712;0;12;6;32
713;0;12;6;32
714;0;12;6;32
715;0;12;6;32
716;0;12;6;32
717;0;12;6;32
718;0;12;6;32
719;0;12;6;32
720;0;12;6;32
721;0;12;6;32
722;0;12;6;32
723;0;12;6;32
724;0;12;6;32
725;0;12;6;32
726;0;12;6;32
727;0;12;6;32
728;0;12;6;32
729;0;12;6;32
730;0;12;6;32
731;0;11;6;33
732;0;11;6;33
733;0;11;6;33
734;0;11;6;33
735;0;11;6;33
736;0;11;6;33
737;0;10;6;34
738;0;10;6;34
739;0;10;6;34
740;0;10;6;34
741;0;10;6;34
742;0;10;5;35
743;0;10;5;35
744;0;10;5;35
745;0;10;5;35
746;0;10;5;35
747;0;10;5;35
748;0;10;5;35
749;0;10;5;35
750;0;10;5;35
751;0;10;5;35
752;0;10;5;35
753;0;9;5;36
754;0;9;5;36
755;0;9;5;36
756;0;9;5;36
757;0;9;5;36
758;0;9;5;36
759;0;9;5;36
760;0;9;5;36
761;0;9;5;36
762;0;9;5;36
763;0;9;5;36
764;0;9;5;36
765;0;9;5;36
766;0;9;5;36
767;0;9;5;36
768;0;9;5;36
769;0;9;5;36
770;0;9;5;36
771;0;9;5;36
772;0;9;5;36
773;0;9;5;36
774;0;9;5;36
775;0;9;5;36
776;0;9;5;36
777;0;9;5;36
778;0;9;5;36
779;0;9;5;36
780;0;9;5;36
781;0;9;5;36
782;0;9;5;36
783;0;9;5;36
784;0;9;5;36
785;0;9;5;36
786;0;9;5;36
787;0;9;5;36
788;0;9;5;36
789;0;9;5;36
790;0;9;5;36
791;0;9;5;36
792;0;9;5;36
793;0;9;5;36
794;0;9;5;36
795;0;9;5;36
796;0;9;5;36
797;0;9;5;36
798;0;9;5;36
799;0;9;5;36
800;0;9;5;36
801;0;9;5;36
802;0;9;5;36
803;0;9;5;36
804;0;9;5;36
805;0;9;6;35
806;0;9;6;35
807;0;9;6;35
808;0;9;6;35
809;0;9;6;35
810;0;9;6;35
811;0;9;6;35
812;0;9;6;35
813;0;9;6;35
814;0;9;6;35
815;0;9;6;35
816;0;9;6;35
817;0;9;6;35
818;0;9;6;35
819;0;9;6;35
820;0;9;6;35
821;0;9;6;35
822;0;9;6;35
823;0;9;6;35
824;0;9;6;35
825;0;9;6;35
826;0;9;6;35
827;0;9;6;35
828;0;9;6;35
829;0;8;6;36
830;0;8;6;36
831;0;8;6;36
832;0;8;6;36
833;0;8;6;36
834;0;8;6;36
835;0;8;6;36
836;0;8;6;36
837;0;8;6;36
838;0;8;6;36
839;0;8;6;36
840;0;8;6;36
841;0;8;6;36
842;0;8;6;36
843;0;8;6;36
844;0;8;6;36
845;0;8;6;36
846;0;8;6;36
847;0;8;6;36
848;0;8;6;36
849;0;8;6;36
850;0;8;6;36
851;0;8;6;36
852;0;8;6;36
853;0;8;6;36
854;0;8;6;36
855;0;8;6;36
856;0;8;6;36
857;0;8;6;36
858;0;8;6;36
859;0;8;6;36
860;0;8;6;36
861;0;7;7;36
862;0;7;7;36
863;0;7;7;36
864;0;7;7;36
865;0;6;8;36
866;0;6;8;36
867;0;6;8;36
868;0;6;9;35
869;0;6;9;35
870;0;6;9;35
871;0;6;9;35
872;0;6;9;35
873;0;6;9;35
874;0;6;9;35
875;0;6;9;35
876;0;6;9;35
877;0;6;9;35
878;0;6;9;35
879;0;6;9;35
880;0;6;9;35
881;0;6;9;35
882;0;6;9;35
883;0;6;9;35
884;0;6;9;35
885;0;7;8;35
886;0;7;8;35
887;0;7;9;34
888;0;7;9;34
889;0;7;9;34
890;0;7;9;34
891;0;7;9;34
892;0;7;9;34
893;0;7;9;34
894;0;7;9;34
895;0;7;9;34
896;0;7;9;34
897;0;7;9;34
898;0;7;9;34
899;0;7;9;34
900;0;7;10;33
901;0;7;10;33
902;0;7;10;33
903;0;7;10;33
904;0;7;10;33
905;0;7;10;33
906;0;7;10;33
907;0;7;10;33
908;0;7;10;33
909;0;7;10;33
910;0;7;10;33
911;0;7;10;33
912;0;7;10;33
913;0;7;10;33
914;0;6;10;34
915;0;7;10;33
916;0;7;10;33
917;0;7;10;33
918;0;7;10;33
919;0;7;10;33
920;0;7;10;33
921;0;7;10;33
922;0;7;10;33
923;0;7;10;33
924;0;7;10;33
925;0;7;10;33
926;0;7;10;33
927;0;7;10;33
928;0;7;10;33
929;0;7;10;33
930;0;7;10;33
931;0;7;11;32
932;0;7;11;32
933;0;7;11;32
934;0;7;11;32
935;0;8;10;32
936;0;8;10;32
937;0;8;10;32
938;0;8;10;32
939;0;8;10;32
940;0;8;10;32
941;0;8;10;32
942;0;8;10;32
943;0;8;10;32
944;0;8;10;32
945;0;8;10;32
946;0;8;10;32
947;0;8;10;32
948;0;8;10;32
949;0;8;11;31
950;0;7;13;30
951;0;7;13;30
952;0;7;13;30
953;0;7;13;30
954;0;7;13;30
955;0;7;13;30
956;0;7;13;30
957;0;7;13;30
958;0;7;13;30
959;0;7;13;30
960;0;7;13;30
961;0;7;13;30
962;0;7;13;30
963;0;7;13;30
964;0;7;13;30
965;0;7;13;30
966;0;7;13;30
967;0;7;13;30
968;0;7;13;30
969;0;7;13;30
970;0;7;13;30
971;0;7;13;30
972;0;7;13;30
973;0;7;13;30
974;0;7;13;30
975;0;7;13;30
976;0;7;13;30
977;0;7;13;30
978;0;7;13;30
979;0;7;13;30
980;0;7;13;30
981;0;7;13;30
982;0;6;13;31
983;0;6;13;31
984;0;6;13;31
985;0;6;13;31
986;0;6;13;31
987;0;6;13;31
988;0;6;13;31
989;0;6;14;30
990;0;6;14;30
991;0;6;14;30
992;0;6;14;30
993;0;6;14;30
994;0;6;14;30
995;0;6;14;30
996;0;6;14;30
997;0;6;14;30
998;0;6;13;31
999;0;6;14;30
1000;0;6;14;30
1001;0;6;14;30
1002;0;6;14;30
1003;0;6;14;30
1004;0;6;14;30
1005;0;6;14;30
1006;0;6;14;30
1007;0;6;14;30
1008;0;6;14;30
1009;0;6;14;30
1010;0;6;14;30
1011;0;6;14;30
1012;0;6;14;30
1013;0;6;14;30
1014;0;6;14;30
1015;0;6;14;30
1016;0;6;14;30
1017;0;6;14;30
1018;0;6;14;30
1019;0;6;14;30
1020;0;6;14;30
1021;0;6;14;30
1022;0;6;14;30
1023;0;6;14;30
1024;0;6;14;30
1025;0;6;14;30
1026;0;6;14;30
1027;0;6;14;30
1028;0;6;14;30
1029;0;6;14;30
1030;0;6;14;30
1031;0;6;14;30
1032;0;6;14;30
1033;0;6;14;30
1034;0;6;14;30
1035;0;6;14;30
1036;0;6;14;30
1037;0;6;14;30
1038;0;6;14;30
1039;0;6;14;30
1040;0;6;14;30
1041;0;6;13;31
1042;0;6;13;31
1043;0;6;13;31
1044;0;6;13;31
1045;0;6;13;31
1046;0;6;13;31
1047;0;6;13;31
1048;0;6;13;31
1049;0;6;13;31
1050;0;6;13;31
1051;0;6;12;32
1052;0;6;12;32
1053;0;6;12;32
1054;0;6;12;32
1055;0;6;12;32
1056;0;6;12;32
1057;0;6;12;32
1058;0;6;12;32
1059;0;6;12;32
1060;0;6;12;32
1061;0;6;12;32
1062;0;6;12;32
1063;0;6;12;32
1064;0;6;12;32
1065;0;6;13;31
1066;0;6;13;31
1067;0;6;13;31
1068;0;6;13;31
1069;0;5;13;32
1070;0;5;13;32
1071;0;5;13;32
1072;0;5;13;32
1073;0;5;13;32
1074;0;5;14;31
1075;0;5;14;31
1076;0;4;15;31
1077;0;4;15;31
1078;0;3;16;31
1079;0;3;16;31
1080;0;3;15;32
1081;0;3;15;32
1082;0;3;15;32
1083;0;3;15;32
1084;0;3;15;32
1085;0;3;15;32
1086;0;3;15;32
1087;0;3;15;32
1088;0;3;15;32
1089;0;3;17;30
1090;0;3;17;30
1091;0;3;17;30
1092;0;3;17;30
1093;0;3;17;30
1094;0;3;16;31
1095;0;3;16;31
1096;0;3;16;31
1097;0;3;16;31
1098;0;3;16;31
1099;0;3;16;31
1100;0;3;16;31
1101;0;3;16;31
1102;0;3;16;31
1103;0;3;16;31
1104;0;3;16;31
1105;0;3;16;31
1106;0;3;16;31
1107;0;3;16;31
1108;0;3;16;31
1109;0;3;16;31
1110;0;3;16;31
1111;0;3;16;31
1112;0;3;16;31
1113;0;3;16;31
1114;0;3;16;31
1115;0;3;16;31
1116;0;3;17;30
1117;0;3;17;30
1118;0;3;17;30
1119;0;3;17;30
1120;0;3;17;30
1121;0;3;17;30
1122;0;3;17;30
1123;0;3;17;30
1124;0;3;17;30
1125;0;3;17;30
1126;0;3;17;30
1127;0;3;17;30
1128;0;3;17;30
1129;0;3;17;30
1130;0;3;17;30
1131;0;3;17;30
1132;0;3;17;30
1133;0;3;17;30
1134;0;3;17;30
1135;0;3;17;30
1136;0;3;17;30
1137;0;3;17;30
1138;0;3;17;30
1139;0;3;17;30
1140;0;3;17;30
1141;0;3;17;30
1142;0;3;17;30
1143;0;3;17;30
1144;0;3;17;30
1145;0;3;17;30
1146;0;3;17;30
1147;0;3;17;30
1148;0;3;17;30
1149;0;3;17;30
1150;0;3;17;30
1151;0;3;17;30
1152;0;3;17;30
1153;0;3;17;30
1154;0;3;17;30
1155;0;3;17;30
1156;0;3;17;30
1157;0;3;17;30
1158;0;3;17;30
1159;0;3;17;30
1160;0;3;17;30
1161;0;3;17;30
1162;0;3;17;30
1163;0;3;17;30
1164;0;3;17;30
1165;0;3;17;30
1166;0;3;17;30
1167;0;3;17;30
1168;0;3;17;30
1169;0;3;17;30
1170;0;3;17;30
1171;0;3;17;30
1172;0;3;17;30
1173;0;3;17;30
1174;0;3;17;30
1175;0;3;17;30
1176;0;3;17;30
1177;0;3;17;30
1178;0;3;17;30
1179;0;3;17;30
1180;0;3;17;30
1181;0;3;17;30
1182;0;3;17;30
1183;0;3;17;30
1184;0;3;17;30
1185;0;3;17;30
1186;0;3;17;30
1187;0;3;17;30
1188;0;3;17;30
1189;0;3;17;30
1190;0;3;17;30
1191;0;3;18;29
1192;0;3;18;29
1193;0;3;18;29
1194;0;3;18;29
1195;0;3;18;29
1196;0;3;18;29
1197;0;3;18;29
1198;0;3;18;29
1199;0;3;18;29
1200;0;3;18;29
1201;0;3;18;29
1202;0;3;18;29
1203;0;3;18;29
1204;0;3;18;29
1205;0;3;18;29
1206;0;3;18;29
1207;0;3;18;29
1208;0;3;18;29
1209;0;3;18;29
1210;0;3;18;29
1211;0;3;18;29
1212;0;3;18;29
1213;0;3;18;29
1214;0;3;18;29
1215;0;3;18;29
1216;0;3;18;29
1217;0;3;18;29
1218;0;3;18;29
1219;0;3;18;29
1220;0;3;18;29
1221;0;3;18;29
1222;0;3;18;29
1223;0;3;18;29
1224;0;3;18;29
1225;0;3;18;29
1226;0;3;18;29
1227;0;3;18;29
1228;0;3;18;29
1229;0;3;18;29
1230;0;3;17;30
1231;0;3;17;30
1232;0;3;17;30
1233;0;3;17;30
1234;0;3;17;30
1235;0;3;17;30
1236;0;3;17;30
1237;0;3;17;30
1238;0;3;16;31
1239;0;3;15;32
1240;0;3;15;32
1241;0;3;15;32
1242;0;3;15;32
1243;0;3;15;32
1244;0;3;16;31
1245;0;3;16;31
1246;0;3;16;31
1247;0;3;16;31
1248;0;3;16;31
1249;0;3;16;31
1250;0;2;17;31
1251;0;2;17;31
1252;0;2;17;31
1253;0;2;17;31
1254;0;2;17;31
1255;0;2;17;31
1256;0;2;17;31
1257;0;2;17;31
1258;0;2;17;31
1259;0;2;17;31
1260;0;2;17;31
1261;0;2;17;31
1262;0;2;17;31
1263;0;2;17;31
1264;0;2;17;31
1265;0;2;17;31
1266;0;2;17;31
1267;0;2;16;32
1268;0;2;16;32
1269;0;2;16;32
1270;0;2;16;32
1271;0;2;16;32
1272;0;2;16;32
1273;0;2;16;32
1274;0;2;16;32
1275;0;2;16;32
1276;0;2;16;32
1277;0;2;17;31
1278;0;2;17;31
1279;0;2;17;31
1280;0;2;16;32
1281;0;2;16;32
1282;0;2;15;33
1283;0;2;14;34
1284;0;2;14;34
1285;0;2;14;34
1286;0;2;14;34
1287;0;2;14;34
1288;0;2;14;34
1289;0;2;14;34
1290;0;2;14;34
1291;0;2;14;34
1292;0;2;14;34
1293;0;2;14;34
1294;0;2;14;34
1295;0;2;14;34
1296;0;2;14;34
1297;0;2;14;34
1298;0;2;15;33
1299;0;2;15;33
1300;0;2;15;33
1301;0;2;15;33
1302;0;2;16;32
1303;0;2;16;32
1304;0;2;16;32
1305;0;2;16;32
1306;0;2;16;32
1307;0;2;16;32
1308;0;2;16;32
1309;0;2;16;32
1310;0;2;16;32
1311;0;2;17;31
1312;0;2;17;31
1313;0;2;17;31
1314;0;2;17;31
1315;0;2;17;31
1316;0;2;17;31
1317;0;2;17;31
1318;0;2;17;31
1319;0;2;17;31
1320;0;2;17;31
1321;0;2;17;31
1322;0;2;17;31
1323;0;2;17;31
1324;0;2;17;31
1325;0;2;17;31
1326;0;2;17;31
1327;0;2;17;31
1328;0;2;17;31
1329;0;2;17;31
1330;0;2;17;31
1331;0;2;17;31
1332;0;2;18;30
1333;0;2;18;30
1334;0;2;18;30
1335;0;2;18;30
1336;0;2;18;30
1337;0;2;19;29
1338;0;2;19;29
1339;0;2;19;29
1340;0;2;19;29
1341;0;2;19;29
1342;0;2;19;29
1343;0;2;19;29
1344;0;2;19;29
1345;0;2;19;29
1346;0;2;19;29
1347;0;2;19;29
1348;0;2;19;29
1349;0;2;19;29
1350;0;2;19;29
1351;0;2;19;29
1352;0;2;19;29
1353;0;2;19;29
1354;0;2;19;29
1355;0;2;19;29
1356;0;2;19;29
1357;0;2;19;29
1358;0;2;19;29
1359;0;2;19;29
1360;0;2;20;28
